分类,风格,优,arxiv_id,标题,备注,被引,arXiv
坏,,,2509.04876,OSC: Cognitive Orchestration through Dynamic Knowledge Alignment in Multi-Agent LLM Collaboration,,0,https://arxiv.org/abs/2509.04876
坏,,,2509.04993,LLM Enabled Multi-Agent System for 6G Networks: Framework and Method of Dual-Loop Edge-Terminal Collaboration,,0,https://arxiv.org/abs/2509.04993
好,科研风,,2509.05882,"Collaborate, Deliberate, Evaluate: How LLM Alignment Affects Coordinated Multi-Agent Outcomes",,0,https://arxiv.org/abs/2509.05882
坏,,,2509.06493,Scaling up Multi-Turn Off-Policy RL and Multi-Agent Tree Search for LLM Step-Provers,,0,https://arxiv.org/abs/2509.06493
坏,,,2509.07506,Astra: A Multi-Agent System for GPU Kernel Performance Optimization,,0,https://arxiv.org/abs/2509.07506
好,科研风,,2509.08736,ChemBOMAS: Accelerated BO in Chemistry with LLM-Enhanced Multi-Agent System,,1,https://arxiv.org/abs/2509.08736
好,生动活泼,,2509.09071,Strategic Tradeoffs Between Humans and AI in Multi-Agent Bargaining,,0,https://arxiv.org/abs/2509.09071
好,科研风,优,2509.09215,"Enabling Regulatory Multi-Agent Collaboration: Architecture, Challenges, and Solutions",优！,0,https://arxiv.org/abs/2509.09215
坏,,,2509.09629,Bridging the Capability Gap: Joint Alignment Tuning for Harmonizing LLM-based Multi-Agent Systems,太简单,1,https://arxiv.org/abs/2509.09629
好,生动活泼,优,2509.09727,A Role-Aware Multi-Agent Framework for Financial Education Question Answering with LLMs,图2：优,0,https://arxiv.org/abs/2509.09727
坏,,,2509.10054,XAgents: A Unified Framework for Multi-Agent Cooperation via IF-THEN Rules and Multipolar Task Processing Graph,,0,https://arxiv.org/abs/2509.10054
坏,,,2509.11656,MALLM: Multi-Agent Large Language Models Framework,,0,https://arxiv.org/abs/2509.11656
坏,,,2509.13021,xOffense: An Autonomous Multi-Agent Framework for Penetration Testing with Domain-Adapted Large Language Models,,0,https://arxiv.org/abs/2509.13021
坏,,,2509.13978,LLM Agents for Interactive Workflow Provenance: Reference Architecture and Evaluation Methodology,没有小图标等，太简单,1,https://arxiv.org/abs/2509.13978
坏,,,2509.14252,LLM-JEPA: Large Language Models Meet Joint Embedding Predictive Architectures,,0,https://arxiv.org/abs/2509.14252
未筛,,,2509.14285,A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks,,0,https://arxiv.org/abs/2509.14285
好,科研风,优,2509.14295,Aegis: Automated Error Generation and Attribution for Multi-Agent Systems,优，但是配色不太好看,0,https://arxiv.org/abs/2509.14295
未筛,,,2509.14680,LEED: A Highly Efficient and Scalable LLM-Empowered Expert Demonstrations Framework for Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2509.14680
好,科研风,优,2509.14803,OnlineMate: An LLM-Based Multi-Agent Companion System for Cognitive Support in Online Learning,图3：优,0,https://arxiv.org/abs/2509.14803
坏,,,2509.14860,MARIC: Multi-Agent Reasoning for Image Classification,,0,https://arxiv.org/abs/2509.14860
坏,,,2509.14956,Sentinel Agents for Secure and Trustworthy Agentic AI in Multi-Agent Systems,,0,https://arxiv.org/abs/2509.14956
好,生动活泼,,2509.16494,Can an Individual Manipulate the Collective Decisions of Multi-Agents?,,0,https://arxiv.org/abs/2509.16494
好,生动活泼,优,2509.16736,Towards Transparent and Incentive-Compatible Collaboration in Decentralized LLM Multi-Agent Systems: A Blockchain-Driven Approach,图2：优,0,https://arxiv.org/abs/2509.16736
好,科研风,,2509.16839,Roundtable Policy: Confidence-Weighted-Consensus Aggregation Improves Multi-Agent-System Reasoning,,1,https://arxiv.org/abs/2509.16839
好,科研风,,2509.17167,SFT-TA: Supervised Fine-Tuned Agents in Multi-Agent LLMs for Automated Inductive Thematic Analysis,,0,https://arxiv.org/abs/2509.17167
好,生动活泼,,2509.17353,Medical AI Consensus: A Multi-Agent Framework for Radiology Report Generation and Evaluation,,0,https://arxiv.org/abs/2509.17353
好,生动活泼,,2509.17489,MapCoder-Lite: Distilling Multi-Agent Coding into a Single Small LLM,,0,https://arxiv.org/abs/2509.17489
未筛,,,2509.19512,The Heterogeneous Multi-Agent Challenge,,0,https://arxiv.org/abs/2509.19512
好,生动活泼,,2509.20067,MACD: Multi-Agent Clinical Diagnosis with Self-Learned Knowledge for LLM,,0,https://arxiv.org/abs/2509.20067
坏,,,2509.20270,Scan-do Attitude: Towards Autonomous CT Protocol Management using a Large Language Model Agent,,0,https://arxiv.org/abs/2509.20270
坏,,,2509.20502,MARS: toward more efficient multi-agent collaboration for LLM reasoning,,0,https://arxiv.org/abs/2509.20502
未筛,,,2509.21004,Multi-Agent Inverted Transformer for Flight Trajectory Prediction,,0,https://arxiv.org/abs/2509.21004
坏,,,2509.21593,GeoEvolve: Automating Geospatial Model Discovery via Multi-Agent Large Language Models,,0,https://arxiv.org/abs/2509.21593
好,生动活泼,,2509.21710,Think-on-Graph 3.0: Efficient and Adaptive LLM Reasoning on Heterogeneous Graphs via Multi-Agent Dual-Evolving Context Retrieval,,0,https://arxiv.org/abs/2509.21710
未筛,,,2509.21828,Preference-Guided Learning for Sparse-Reward Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2509.21828
好,生动活泼,,2509.21910,AutoSCORE: Enhancing Automated Scoring with Multi-Agent Large Language Models via Structured Component Recognition,,4,https://arxiv.org/abs/2509.21910
好,生动活泼,,2509.21981,Collaborative Belief Reasoning with LLMs for Efficient Multi-Agent Collaboration,,0,https://arxiv.org/abs/2509.21981
坏,,,2509.22130,Multi-Agent Path Finding via Offline RL and LLM Collaboration,,0,https://arxiv.org/abs/2509.22130
好,科研风,,2509.23055,Peacemaker or Troublemaker: How Sycophancy Shapes Multi-Agent Debate,,0,https://arxiv.org/abs/2509.23055
好,生动活泼,,2509.23188,"Diagnose, Localize, Align: A Full-Stack Framework for Reliable LLM Multi-Agent Systems under Instruction Conflicts",,0,https://arxiv.org/abs/2509.23188
未筛,,,2509.23537,Beyond the Strongest LLM: Multi-Turn Multi-Agent Orchestration vs. Single LLMs on Benchmarks,,1,https://arxiv.org/abs/2509.23537
好,科研风,,2509.23725,MedLA: A Logic-Driven Multi-Agent Framework for Complex Medical Reasoning with Large Language Models,,0,https://arxiv.org/abs/2509.23725
好,生动活泼,,2509.24046,PartnerMAS: An LLM Hierarchical Multi-Agent Framework for Business Partner Selection on High-Dimensional Features,,0,https://arxiv.org/abs/2509.24046
好,生动活泼,优,2509.24323,"MAS$^2$: Self-Generative, Self-Configuring, Self-Rectifying Multi-Agent Systems",图2：优,0,https://arxiv.org/abs/2509.24323
坏,,,2509.24408,FuncPoison: Poisoning Function Library to Hijack Multi-agent Autonomous Driving Systems,有点简单了,0,https://arxiv.org/abs/2509.24408
坏,,,2509.24651,"""Stop replacing salt with sugar!'': Towards Intuitive Human-Agent Teaching",,0,https://arxiv.org/abs/2509.24651
坏,,,2509.24826,AIPOM: Agent-aware Interactive Planning for Multi-Agent Systems,太简单,0,https://arxiv.org/abs/2509.24826
坏,,,2509.24922,MASLegalBench: Benchmarking Multi-Agent Systems in Deductive Legal Reasoning,,0,https://arxiv.org/abs/2509.24922
坏,,,2509.25693,ScheduleMe: Multi-Agent Calendar Assistant,,0,https://arxiv.org/abs/2509.25693
好,生动活泼,,2509.26306,Interactive Learning for LLM Reasoning,图2可以,0,https://arxiv.org/abs/2509.26306
坏,,,2510.00274,MAGIC-MASK: Multi-Agent Guided Inter-Agent Collaboration with Mask-Based Explainability for Reinforcement Learning,,0,https://arxiv.org/abs/2510.00274
未筛,,,2510.00326,Reasoning-Aware Prompt Orchestration: A Foundation Model for Multi-Agent Language Model Coordination,,0,https://arxiv.org/abs/2510.00326
坏,,,2510.00685,Stochastic Self-Organization in Multi-Agent Systems,,0,https://arxiv.org/abs/2510.00685
未筛,,,2510.01285,LLM-Based Multi-Agent Blackboard System for Information Discovery in Data Science,,1,https://arxiv.org/abs/2510.01285
未筛,,,2510.01295,The Social Laboratory: A Psychometric Framework for Multi-Agent LLM Evaluation,,0,https://arxiv.org/abs/2510.01295
坏,,,2510.01609,AgentRec: Next-Generation LLM-Powered Multi-Agent Collaborative Recommendation with Adaptive Intelligence,,0,https://arxiv.org/abs/2510.01609
坏,,,2510.01617,AMAS: Adaptively Determining Communication Topology for LLM-based Multi-Agent System,,1,https://arxiv.org/abs/2510.01617
坏,,,2510.02669,AutoMaAS: Self-Evolving Multi-Agent Architecture Search for Large Language Models,,0,https://arxiv.org/abs/2510.02669
好,生动活泼,,2510.03463,ALMAS: an Autonomous LLM-based Multi-Agent Software Engineering Framework,,0,https://arxiv.org/abs/2510.03463
好,科研风,,2510.04311,On the Importance of Task Complexity in Evaluating LLM-Based Multi-Agent Systems,,0,https://arxiv.org/abs/2510.04311
未筛,,,2510.04488,Multi-Agent Collaborative Intelligence: Dual-Dial Control for Reliable LLM Reasoning,,0,https://arxiv.org/abs/2510.04488
未筛,,,2510.04678,Multi-Agent Tool-Integrated Policy Optimization,,0,https://arxiv.org/abs/2510.04678
好,科研风,优,2510.04851,LEGOMem: Modular Procedural Memory for Multi-agent LLM Systems for Workflow Automation,优,0,https://arxiv.org/abs/2510.04851
好,科研风,,2510.04886,Where Did It All Go Wrong? A Hierarchical Look into Multi-Agent Error Attribution,可以，但是配色不好看,0,https://arxiv.org/abs/2510.04886
好,科研风,,2510.04980,LLM-Hanabi: Evaluating Multi-Agent Gameplays with Theory-of-Mind and Rationale Inference in Imperfect Information Collaboration Game,,0,https://arxiv.org/abs/2510.04980
未筛,,,2510.05059,Staircase Streaming for Low-Latency Multi-Agent Inference,,0,https://arxiv.org/abs/2510.05059
好,生动活泼,优,2510.05158,Lang-PINN: From Language to Physics-Informed Neural Networks via a Multi-Agent Framework,优,0,https://arxiv.org/abs/2510.05158
坏,,,2510.05174,Emergent Coordination in Multi-Agent Language Models,,2,https://arxiv.org/abs/2510.05174
好,科研风,,2510.05414,A Lightweight Large Language Model-Based Multi-Agent System for 2D Frame Structural Analysis,,0,https://arxiv.org/abs/2510.05414
坏,,,2510.05442,Adversarial Reinforcement Learning for Large Language Model Agent Safety,,0,https://arxiv.org/abs/2510.05442
好,生动活泼,,2510.05445,AgentRouter: A Knowledge-Graph-Guided LLM Router for Collaborative Multi-Agent Question Answering,,0,https://arxiv.org/abs/2510.05445
未筛,,,2510.05611,MADIAVE: Multi-Agent Debate for Implicit Attribute Value Extraction,,0,https://arxiv.org/abs/2510.05611
坏,,,2510.05935,LLM-FS-Agent: A Deliberative Role-based Large Language Model Architecture for Transparent Feature Selection,,0,https://arxiv.org/abs/2510.05935
未筛,,,2510.06911,LLM-Assisted Modeling of Semantic Web-Enabled Multi-Agents Systems with AJAN,,0,https://arxiv.org/abs/2510.06911
好,科研风,,2510.07363,L2M-AID: Autonomous Cyber-Physical Defense by Fusing Semantic Reasoning of Large Language Models with Multi-Agent Reinforcement Learning (Preprint),,0,https://arxiv.org/abs/2510.07363
好,科研风,优,2510.07475,MAPRO: Recasting Multi-Agent Prompt Optimization as Maximum a Posteriori Inference,优,0,https://arxiv.org/abs/2510.07475
坏,,,2510.07488,"Can Lessons From Human Teams Be Applied to Multi-Agent Systems? The Role of Structure, Diversity, and Interaction Dynamics",,0,https://arxiv.org/abs/2510.07488
坏,,,2510.07614,Traceability and Accountability in Role-Specialized Multi-Agent LLM Pipelines,好看，但是太简单,0,https://arxiv.org/abs/2510.07614
好,生动活泼,,2510.07733,SurveyG: A Multi-Agent LLM Framework with Hierarchical Citation Graph for Automated Survey Generation,,0,https://arxiv.org/abs/2510.07733
坏,,,2510.08255,Opponent Shaping in LLM Agents,,0,https://arxiv.org/abs/2510.08255
好,科研风,优,2510.08529,CoMAS: Co-Evolving Multi-Agent Systems via Interaction Rewards,优,1,https://arxiv.org/abs/2510.08529
坏,,,2510.08804,MOSAIC: Multi-agent Orchestration for Task-Intelligent Scientific Coding,,0,https://arxiv.org/abs/2510.08804
坏,,,2510.08988,MASA: LLM-Driven Multi-Agent Systems for Autoformalization,,0,https://arxiv.org/abs/2510.08988
好,生动活泼,优,2510.09854,NG-Router: Graph-Supervised Multi-Agent Collaboration for Nutrition Question Answering,优,0,https://arxiv.org/abs/2510.09854
好,科研风,,2510.10185,Auditing medical multi-agent AI reveals risks of false consensus,,0,https://arxiv.org/abs/2510.10185
坏,,,2510.10943,"The Social Cost of Intelligence: Emergence, Propagation, and Amplification of Stereotypical Bias in Multi-Agent Systems",,0,https://arxiv.org/abs/2510.10943
好,生动活泼,,2510.11004,Automating Structural Engineering Workflows with Large Language Model Agents,,0,https://arxiv.org/abs/2510.11004
好,科研风,,2510.11062,Stronger-MAS: Multi-Agent Reinforcement Learning for Collaborative LLMs,,0,https://arxiv.org/abs/2510.11062
好,生动活泼,,2510.11608,ParaCook: On Time-Efficient Planning for Multi-Agent Systems,,0,https://arxiv.org/abs/2510.11608
坏,,,2510.12697,Multi-Agent Debate for LLM Judges with Adaptive Stability Detection,,0,https://arxiv.org/abs/2510.12697
好,生动活泼,,2510.12872,KVCOMM: Online Cross-context KV-cache Communication for Efficient LLM-based Multi-agent Systems,,0,https://arxiv.org/abs/2510.12872
坏,,,2510.13343,AOAD-MAT: Transformer-based multi-agent deep reinforcement learning model considering agents' order of action decisions,,0,https://arxiv.org/abs/2510.13343
未筛,,,2510.13903,Benefits and Limitations of Communication in Multi-Agent Reasoning,,0,https://arxiv.org/abs/2510.13903
坏,,,2510.13982,Static Sandboxes Are Inadequate: Modeling Societal Complexity Requires Open-Ended Co-Evolution in LLM-Based Multi-Agent Simulations,,0,https://arxiv.org/abs/2510.13982
未筛,,,2510.14008,Stop Reducing Responsibility in LLM-Powered Multi-Agent Systems to Local Alignment,,0,https://arxiv.org/abs/2510.14008
坏,,,2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",,0,https://arxiv.org/abs/2510.14312
坏,,,2510.15186,MAGPIE: A benchmark for Multi-AGent contextual PrIvacy Evaluation,,0,https://arxiv.org/abs/2510.15186
好,生动活泼,,2510.15414,MARSHAL: Incentivizing Multi-Agent Reasoning via Self-Play with Strategic LLMs,,0,https://arxiv.org/abs/2510.15414
未筛,,,2510.15568,The Spark Effect: On Engineering Creative Diversity in Multi-Agent AI Systems,,0,https://arxiv.org/abs/2510.15568
坏,,,2510.15682,SQuAI: Scientific Question-Answering with Multi-Agent Retrieval-Augmented Generation,太简单,2,https://arxiv.org/abs/2510.15682
好,科研风,,2510.15949,ATLAS: Adaptive Trading with LLM AgentS Through Dynamic Prompt Optimization and Multi-Agent Coordination,,0,https://arxiv.org/abs/2510.15949
坏,,,2510.16080,TriAgent: Automated Biomarker Discovery with Deep Research Grounding for Triage in Acute Care by LLM-Based Multi-Agent Collaboration,,0,https://arxiv.org/abs/2510.16080
好,科研风,优,2510.16219,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,优,0,https://arxiv.org/abs/2510.16219
好,生动活泼,优,2510.16635,MA-SAPO: Multi-Agent Reasoning for Score-Aware Prompt Optimization,优,0,https://arxiv.org/abs/2510.16635
坏,,,2510.16645,Unleashing Diverse Thinking Modes in LLMs through Multi-Agent Collaboration,,0,https://arxiv.org/abs/2510.16645
未筛,,,2510.17109,Verification-Aware Planning for Multi-Agent Systems,,0,https://arxiv.org/abs/2510.17109
坏,,,2510.17276,Breaking and Fixing Defenses Against Control-Flow Hijacking in Multi-Agent Systems,,0,https://arxiv.org/abs/2510.17276
坏,,,2510.17844,Modeling Layered Consciousness with Multi-Agent Large Language Models,,0,https://arxiv.org/abs/2510.17844
未筛,,,2510.17913,TACLA: An LLM-Based Multi-Agent Tool for Transactional Analysis Training in Education,,1,https://arxiv.org/abs/2510.17913
好,科研风,,2510.18032,OPTAGENT: Optimizing Multi-Agent LLM Interactions Through Verbal Reinforcement Learning for Enhanced Reasoning,,0,https://arxiv.org/abs/2510.18032
未筛,,,2510.18085,R2BC: Multi-Agent Imitation Learning from Single-Agent Demonstrations,,0,https://arxiv.org/abs/2510.18085
坏,,,2510.18155,LLM-Based Multi-Agent System for Simulating and Analyzing Marketing and Consumer Behavior,,0,https://arxiv.org/abs/2510.18155
坏,,,2510.18179,Adaptive Coopetition: Leveraging Coarse Verifier Signals for Resilient Multi-Agent LLM Reasoning,,0,https://arxiv.org/abs/2510.18179
坏,,,2510.18339,ECG-LLM -- training and evaluation of domain-specific large language models for electrocardiography,太简单,0,https://arxiv.org/abs/2510.18339
未筛,,,2510.18515,Socialized Learning and Emergent Behaviors in Multi-Agent Systems based on Multimodal Large Language Models,,0,https://arxiv.org/abs/2510.18515
坏,,,2510.18699,Fetch.ai: An Architecture for Modern Multi-Agent Systems,,0,https://arxiv.org/abs/2510.18699
坏,,,2510.18893,CodeCRDT: Observation-Driven Coordination for Multi-Agent LLM Code Generation,,0,https://arxiv.org/abs/2510.18893
好,生动活泼,,2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,,0,https://arxiv.org/abs/2510.19420
好,生动活泼,,2510.20176,Mixture-of-Minds: Multi-Agent Reinforcement Learning for Table Understanding,,0,https://arxiv.org/abs/2510.20176
坏,,,2510.21147,Hierarchical AI Multi-Agent Fundamental Investing: Evidence from China's A-Share Market,,0,https://arxiv.org/abs/2510.21147
未筛,,,2510.22422,Group size effects and collective misalignment in LLM multi-agent systems,,0,https://arxiv.org/abs/2510.22422
好,科研风,,2510.22967,MAD-Fact: A Multi-Agent Debate Framework for Long-Form Factuality Evaluation in LLMs,,1,https://arxiv.org/abs/2510.22967
坏,,,2510.23595,Multi-Agent Evolve: LLM Self-Improve through Co-evolution,,0,https://arxiv.org/abs/2510.23595
未筛,,,2510.23824,Decentralized Multi-Agent Goal Assignment for Path Planning using Large Language Models,,0,https://arxiv.org/abs/2510.23824
坏,,,2510.24303,Retrieval- and Argumentation-Enhanced Multi-Agent LLMs for Judgmental Forecasting (Extended Version with Supplementary Material),比较简单,0,https://arxiv.org/abs/2510.24303
好,生动活泼,,2510.24803,MASPRM: Multi-Agent System Process Reward Model,,0,https://arxiv.org/abs/2510.24803
坏,,,2510.25223,FELA: A Multi-Agent Evolutionary System for Feature Engineering of Industrial Event Log Data,,0,https://arxiv.org/abs/2510.25223
好,生动活泼,,2510.25595,Communication and Verification in LLM Agents towards Collaboration under Information Asymmetry,,0,https://arxiv.org/abs/2510.25595
未筛,,,2510.25850,Debate2Create: Robot Co-design via Multi-Agent LLM Debate,,0,https://arxiv.org/abs/2510.25850
好,生动活泼,,2510.26352,The Geometry of Dialogue: Graphing Language Models to Reveal Synergistic Teams for Multi-Agent Collaboration,,0,https://arxiv.org/abs/2510.26352
坏,,,2511.00096,Urban-MAS: Human-Centered Urban Prediction with LLM-Based Multi-Agent System,,0,https://arxiv.org/abs/2511.00096
坏,,,2511.00628,AgentGit: A Version Control Framework for Reliable and Scalable LLM-Powered Multi-Agent Systems,,0,https://arxiv.org/abs/2511.00628
坏,,,2511.01149,Modular Task Decomposition and Dynamic Collaboration in Multi-Agent Systems Driven by Large Language Models,,0,https://arxiv.org/abs/2511.01149
坏,,,2511.01633,Scaling Graph Chain-of-Thought Reasoning: A Multi-Agent Framework with Efficient LLM Serving,,0,https://arxiv.org/abs/2511.01633
坏,,,2511.01854,Tool-to-Agent Retrieval: Bridging Tools and Agents for Scalable LLM Multi-Agent Systems,,1,https://arxiv.org/abs/2511.01854
坏,,,2511.02200,Optimal-Agent-Selection: State-Aware Routing Framework for Efficient Multi-Agent Collaboration,,0,https://arxiv.org/abs/2511.02200
好,科研风,,2511.02303,Unlocking the Power of Multi-Agent LLM for Reasoning: From Lazy Agents to Deliberation,,0,https://arxiv.org/abs/2511.02303
坏,,,2511.02755,Controlling Performance and Budget of a Centralized Multi-agent LLM System with Reinforcement Learning,,0,https://arxiv.org/abs/2511.02755
坏,,,2511.02762,From Solo to Symphony: Orchestrating Multi-Agent Collaboration with Single-Agent Demos,,0,https://arxiv.org/abs/2511.02762
坏,,,2511.03023,PublicAgent: Multi-Agent Design Principles From an LLM-Based Open Data Analysis Framework,,0,https://arxiv.org/abs/2511.03023
坏,,,2511.03094,ALAS: Transactional and Dynamic Multi-Agent LLM Planning,,0,https://arxiv.org/abs/2511.03094
坏,,,2511.03100,Scaling Multi-Agent Environment Co-Design with Diffusion Models,,0,https://arxiv.org/abs/2511.03100
好,科研风,,2511.03153,RefAgent: A Multi-agent LLM-based Framework for Automatic Software Refactoring,,1,https://arxiv.org/abs/2511.03153
坏,,,2511.03958,Multi-Agent Collaborative Framework For Math Problem Generation,,0,https://arxiv.org/abs/2511.03958
好,生动活泼,,2511.03985,ArchPilot: A Proxy-Guided Multi-Agent Approach for Machine Learning Engineering,,0,https://arxiv.org/abs/2511.03985
坏,,,2511.04032,Detecting Silent Failures in Multi-Agentic AI Trajectories,,0,https://arxiv.org/abs/2511.04032
好,生动活泼,,2511.05005,Multi-agent Coordination via Flow Matching,,0,https://arxiv.org/abs/2511.05005
好,生动活泼,,2511.05269,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,,0,https://arxiv.org/abs/2511.05269
坏,,,2511.05528,SMAGDi: Socratic Multi Agent Interaction Graph Distillation for Efficient High Accuracy Reasoning,,0,https://arxiv.org/abs/2511.05528
好,生动活泼,,2511.06134,Maestro: Learning to Collaborate via Conditional Listwise Policy Optimization for Multi-Agent LLMs,,0,https://arxiv.org/abs/2511.06134
好,生动活泼,,2511.07784,Can LLM Agents Really Debate? A Controlled Study of Multi-Agent Debate in Logical Reasoning,,0,https://arxiv.org/abs/2511.07784
坏,,,2511.08217,MADD: Multi-Agent Drug Discovery Orchestra,,1,https://arxiv.org/abs/2511.08217
好,生动活泼,,2511.08319,Adaptive Multi-Agent Response Refinement in Conversational Systems,,0,https://arxiv.org/abs/2511.08319
未筛,,,2511.09005,AI Founding Fathers: A Case Study of GIS Search in Multi-Agent Pipelines,,0,https://arxiv.org/abs/2511.09005
坏,,,2511.09087,Tele-LLM-Hub: Building Context-Aware Multi-Agent LLM Systems for Telecom Networks,,0,https://arxiv.org/abs/2511.09087
坏,,,2511.09710,Echoing: Identity Failures when LLM Agents Talk to Each Other,,0,https://arxiv.org/abs/2511.09710
坏,,,2511.10283,Behavior Modeling for Training-free Building of Private Domain Multi Agent System,,0,https://arxiv.org/abs/2511.10283
坏,,,2511.10661,Bayesian Evaluation of Large Language Model Behavior,,0,https://arxiv.org/abs/2511.10661
未筛,,,2511.10687,Who Gets the Reward & Who Gets the Blame? Evaluation-Aligned Training Signals for Multi-LLM Agents,,0,https://arxiv.org/abs/2511.10687
坏,,,2511.10860,HPCAgentTester: A Multi-Agent LLM Approach for Enhanced HPC Unit Test Generation,,0,https://arxiv.org/abs/2511.10860
坏,,,2511.10949,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,,0,https://arxiv.org/abs/2511.10949
好,生动活泼,,2511.11040,Key Decision-Makers in Multi-Agent Debates: Who Holds the Power?,,0,https://arxiv.org/abs/2511.11040
好,生动活泼,,2511.11182,Multi-agent Undercover Gaming: Hallucination Removal via Counterfactual Test for Multimodal Reasoning,,0,https://arxiv.org/abs/2511.11182
坏,,,2511.11306,iMAD: Intelligent Multi-Agent Debate for Efficient and Accurate LLM Inference,,0,https://arxiv.org/abs/2511.11306
坏,,,2511.11373,MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism,,0,https://arxiv.org/abs/2511.11373
好,科研风,,2511.11788,MALBO: Optimizing LLM-Based Multi-Agent Teams via Multi-Objective Bayesian Optimization,,0,https://arxiv.org/abs/2511.11788
好,科研风,,2511.11789,From Single to Societal: Analyzing Persona-Induced Bias in Multi-Agent Interactions,,0,https://arxiv.org/abs/2511.11789
未筛,,,2511.11992,Goal-Oriented Multi-Agent Reinforcement Learning for Decentralized Agent Teams,,0,https://arxiv.org/abs/2511.11992
好,科研风,,2511.12123,HCPO: Hierarchical Conductor-Based Policy Optimization in Multi-Agent Reinforcement Learning,,0,https://arxiv.org/abs/2511.12123
坏,,,2511.12439,Multi-agent Self-triage System with Medical Flowcharts,,0,https://arxiv.org/abs/2511.12439
好,科研风,优,2511.13118,Extracting Events Like Code: A Multi-Agent Programming Framework for Zero-Shot Event Extraction,图3：优,0,https://arxiv.org/abs/2511.13118
未筛,,,2511.13158,Agent-Oriented Visual Programming for the Web of Things,,0,https://arxiv.org/abs/2511.13158
坏,,,2511.13233,LLM-based Multi-Agent System for Simulating Strategic and Goal-Oriented Data Marketplaces,,0,https://arxiv.org/abs/2511.13233
坏,,,2511.13288,Multi-Agent Deep Research: Training Multi-Agent Systems with M-GRPO,,0,https://arxiv.org/abs/2511.13288
坏,,,2511.13476,Multi-Agent Multimodal Large Language Model Framework for Automated Interpretation of Fuel Efficiency Analytics in Public Transportation,,0,https://arxiv.org/abs/2511.13476
坏,,,2511.14101,APD-Agents: A Large Language Model-Driven Multi-Agents Collaborative Framework for Automated Page Design,,0,https://arxiv.org/abs/2511.14101
好,生动活泼,,2511.14650,AutoTool: Efficient Tool Selection for Large Language Model Agents,,0,https://arxiv.org/abs/2511.14650
未筛,,,2511.15716,MACIE: Multi-Agent Causal Intelligence Explainer for Collective Behavior Understanding,,0,https://arxiv.org/abs/2511.15716
未筛,,,2511.15755,"Multi-Agent LLM Orchestration Achieves Deterministic, High-Quality Decision Support for Incident Response",,0,https://arxiv.org/abs/2511.15755
坏,,,2511.15862,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,,0,https://arxiv.org/abs/2511.15862
坏,,,2511.16964,Optimizing PyTorch Inference with LLM-Based Multi-Agent Systems,,0,https://arxiv.org/abs/2511.16964
坏,,,2511.17621,From Competition to Coordination: Market Making as a Scalable Framework for Safe and Aligned Multi-Agent LLM Systems,,0,https://arxiv.org/abs/2511.17621
未筛,,,2511.18038,MASTEST: A LLM-Based Multi-Agent System For RESTful API Tests,,0,https://arxiv.org/abs/2511.18038
坏,,,2511.18194,Agent-as-a-Graph: Knowledge Graph-Based Tool and Agent Retrieval for LLM Multi-Agent Systems,,0,https://arxiv.org/abs/2511.18194
未筛,,,2511.18248,Coherent Multi-Agent Trajectory Forecasting in Team Sports with CausalTraj,,0,https://arxiv.org/abs/2511.18248
好,科研风,,2511.18413,Multi-Agent Collaborative Filtering: Orchestrating Users and Items for Agentic Recommendations,,0,https://arxiv.org/abs/2511.18413
未筛,,,2511.18467,Shadows in the Code: Exploring the Risks and Defenses of LLM-based Multi-Agent Software Development Systems,,0,https://arxiv.org/abs/2511.18467
好,科研风,,2511.19083,"A Multi-Agent LLM Framework for Multi-Domain Low-Resource In-Context NER via Knowledge Retrieval, Disambiguation and Reflective Analysis",,0,https://arxiv.org/abs/2511.19083
好,生动活泼,,2511.19368,LLM-Driven Stationarity-Aware Expert Demonstrations for Multi-Agent Reinforcement Learning in Mobile Systems,,0,https://arxiv.org/abs/2511.19368
好,生动活泼,,2511.19417,Be My Eyes: Extending Large Language Models to New Modalities Through Multi-Agent Collaboration,,0,https://arxiv.org/abs/2511.19417
坏,,,2511.19483,Z-Space: A Multi-Agent Tool Orchestration Framework for Enterprise-Grade LLM Automation,,0,https://arxiv.org/abs/2511.19483
未筛,,,2511.19726,"An Adaptive, Data-Integrated Agent-Based Modeling Framework for Explainable and Contestable Policy Design",,0,https://arxiv.org/abs/2511.19726
未筛,,,2511.20468,DRAFT-RL: Multi-Agent Chain-of-Draft Reasoning for Reinforcement Learning-Enhanced LLMs,,0,https://arxiv.org/abs/2511.20468
好,生动活泼,,2511.20639,Latent Collaboration in Multi-Agent Systems,图3,1,https://arxiv.org/abs/2511.20639
